"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Gender","Age","Qualification","Value","Value_type","Denominator","Numerator","Upper 95% C.I.","Lower 95% C.I."
"% in employment","Other than White","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","Unknown","58.9","%","119546","70467","63.2","54.7"
"% in employment","White","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","All","77.9","%","32020160","24930954","78.1","77.7"
"% in employment","Mixed","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","All","72.7","%","377246","274150","76.3","69"
"% in employment","Asian or Asian British","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","All","68.1","%","2423042","1650334","69.6","66.6"
"% in employment","Black or Black British","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","All","71.7","%","1118189","801503","73.9","69.5"
"% in employment","Other","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","All","67.2","%","815176","548034","69.9","64.6"
"% in employment","Other than White","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","All","69.2","%","4733653","3274021","70.2","68.1"
"% in employment","Unknown","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","All","66.8","%","47803","31941","78.4","55.3"
"% in employment","All","ONS 5+1","2015","Year","England, Scotland & Wales","All","16-64","All","76.7","%","36801616","28236916","76.9","76.5"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","90.1","%","5861493","5279962","90.5","89.7"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","88.1","%","77168","68007","94.8","81.4"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","91.5","%","626712","573242","93.3","89.6"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","88.7","%","216205","191774","92.4","85"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","85.9","%","219887","188842","90","81.8"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","89.6","%","1139972","1021865","91.2","88.1"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","90","%","7007667","6307422","90.4","89.6"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","86.1","%","3127266","2693655.5","86.7","85.5"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","81.5","%","32861.5","26766.5","93.3","69.6"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","77.6","%","115867.5","89870.5","84","71.1"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","84.7","%","64407","54548","92.5","76.9"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","79.9","%","34205","27331","92","67.8"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","80.3","%","247341","198516","84.6","75.9"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","85.7","%","3376287","2893778.5","86.3","85.1"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","80.8","%","2722905","2200254.5","81.5","80.1"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","69.3","%","39221.5","27190.5","82.1","56.6"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","76.1","%","120505.5","91652.5","82.4","69.7"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","66.8","%","64522","43099","77.1","56.5"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","70","%","32529","22756","83.8","56.2"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","71.9","%","256778","184698","76.7","67.2"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","80","%","2981335","2386470.5","80.8","79.3"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","78.4","%","1818836","1426234","79.3","77.5"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","78.4","%","104104","81665","85","71.9"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","66.8","%","50575","33770","78.3","55.2"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","72","%","194933","140353","77.4","66.6"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","77.8","%","2014186","1567004","78.7","76.9"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Other qualifications","83.6","%","1146274","957961","84.6","82.5"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Other qualifications","82.4","%","182190","150092","87","77.7"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Other qualifications","78.4","%","59637","46757","87.2","69.6"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Other qualifications","77.9","%","70464","54901","86.2","69.6"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Other qualifications","80.4","%","323286","259973","84.1","76.8"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Other qualifications","82.8","%","1472768","1219563","83.8","81.9"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","No qualifications","53","%","1273172","674479","54.3","51.7"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","No qualifications","60.6","%","149835","90821","66.9","54.3"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","No qualifications","40","%","47384","18965","52","28.1"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","No qualifications","61.9","%","50247","31127","73.6","50.3"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","No qualifications","55.7","%","264148","147112","60.6","50.7"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","No qualifications","53.4","%","1538568","822226","54.6","52.3"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Unknown","65.3","%","49588","32405","72.1","58.6"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","Unknown","62.7","%","61692","38681","68.9","56.5"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","All","82.9","%","15999534","13264951","83.2","82.6"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","All","75.3","%","197153","148494","80.7","69.9"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","All","82.8","%","1305635","1081547","84.6","81.1"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","All","77.3","%","504067","389620","80.5","74.1"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","All","79","%","429234","338978","82.4","75.6"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","All","80.4","%","2436089","1958639","81.8","79"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Male","16-64","All","82.6","%","18452503","15235145","82.8","82.3"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","83.9","%","6432873","5396119","84.3","83.5"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","80.8","%","108429","87644","87.3","74.4"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","71.8","%","554926","398398","74.8","68.7"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","82.3","%","289393","238195","86.1","78.5"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","68.3","%","229702","156998","73.5","63.2"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","74.5","%","1182450","881235","76.6","72.4"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","82.4","%","7620156","6281023","82.8","82"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","78.9","%","2604787.5","2054243","79.6","78.1"
"% in employment","Mixed","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","74.2","%","35956","26691.5","86.2","62.2"
"% in employment","Asian or Asian British","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","59.1","%","135139","79922","65.9","52.4"
"% in employment","Black or Black British","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","68.2","%","92176.5","62884","76.7","59.7"
"% in employment","Other","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","61.6","%","34740.5","21415.5","75.5","47.8"
"% in employment","Other than White","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","64.1","%","298012","190913","68.7","59.5"
"% in employment","Unknown","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","77.3","%","2905559.5","2247166","78.1","76.6"
"% in employment","White","ONS 5+1","2016","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","70.3","%","2946701.5","2070291","71","69.5"
