region,lo,sex,grp,det,yr,n
North West,60,Male,Asian,Indian,2011,1547
North West,60,Male,Asian,Other Asian,2011,425
North West,60,Male,Asian,Pakistani,2011,1648
North West,60,Male,Black,African,2011,369
North West,60,Male,Black,Caribbean,2011,344
North West,60,Male,Black,Other Black,2011,89
North West,60,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,180
North West,60,Male,Mixed,White and Asian,2011,169
North West,60,Male,Mixed,White and Black African,2011,129
North West,60,Male,Mixed,White and Black Caribbean,2011,306
North West,60,Male,Other,Any other ethnic group,2011,252
North West,60,Male,Other,Arab,2011,226
North West,60,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,207127
North West,60,Male,White,Gypsy or Irish Traveller,2011,66
North West,60,Male,White,Irish,2011,3040
North West,60,Male,White,Other White,2011,1854
North West,65,Female,Asian,Bangladeshi,2011,266
North West,65,Female,Asian,Chinese,2011,344
North West,65,Female,Asian,Indian,2011,1041
North West,65,Female,Asian,Other Asian,2011,261
North West,65,Female,Asian,Pakistani,2011,1107
North West,65,Female,Black,African,2011,227
North West,65,Female,Black,Caribbean,2011,444
North West,65,Female,Black,Other Black,2011,81
North West,65,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,135
North West,65,Female,Mixed,White and Asian,2011,99
North West,65,Female,Mixed,White and Black African,2011,90
North West,65,Female,Mixed,White and Black Caribbean,2011,218
North West,65,Female,Other,Any other ethnic group,2011,129
North West,65,Female,Other,Arab,2011,64
North West,65,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,166283
North West,65,Female,White,Gypsy or Irish Traveller,2011,34
North West,65,Female,White,Irish,2011,3237
North West,65,Female,White,Other White,2011,1280
North West,65,Male,Asian,Bangladeshi,2011,192
North West,65,Male,Asian,Chinese,2011,354
North West,65,Male,Asian,Indian,2011,1079
North West,65,Male,Asian,Other Asian,2011,271
North West,65,Male,Asian,Pakistani,2011,1101
North West,65,Male,Black,African,2011,186
North West,65,Male,Black,Caribbean,2011,388
North West,65,Male,Black,Other Black,2011,49
North West,65,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,145
North West,65,Male,Mixed,White and Asian,2011,106
North West,65,Male,Mixed,White and Black African,2011,105
North West,65,Male,Mixed,White and Black Caribbean,2011,202
North West,65,Male,Other,Any other ethnic group,2011,149
North West,65,Male,Other,Arab,2011,130
North West,65,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,158171
North West,65,Male,White,Gypsy or Irish Traveller,2011,52
North West,65,Male,White,Irish,2011,2966
North West,65,Male,White,Other White,2011,1254
North West,70,Female,Asian,Bangladeshi,2011,263
North West,70,Female,Asian,Chinese,2011,358
North West,70,Female,Asian,Indian,2011,937
North West,70,Female,Asian,Other Asian,2011,187
North West,70,Female,Asian,Pakistani,2011,1089
North West,70,Female,Black,African,2011,159
North West,70,Female,Black,Caribbean,2011,578
North West,70,Female,Black,Other Black,2011,74
North West,70,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,86
North West,70,Female,Mixed,White and Asian,2011,61
North West,70,Female,Mixed,White and Black African,2011,47
North West,70,Female,Mixed,White and Black Caribbean,2011,166
North West,70,Female,Other,Any other ethnic group,2011,71
North West,70,Female,Other,Arab,2011,56
North West,70,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,142354
North West,70,Female,White,Gypsy or Irish Traveller,2011,41
North West,70,Female,White,Irish,2011,3101
North West,70,Female,White,Other White,2011,1170
North West,70,Male,Asian,Bangladeshi,2011,355
North West,70,Male,Asian,Chinese,2011,366
North West,70,Male,Asian,Indian,2011,1020
North West,70,Male,Asian,Other Asian,2011,198
North West,70,Male,Asian,Pakistani,2011,1289
North West,70,Male,Black,African,2011,192
North West,70,Male,Black,Caribbean,2011,564
North West,70,Male,Black,Other Black,2011,69
North West,70,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,74
North West,70,Male,Mixed,White and Asian,2011,71
North West,70,Male,Mixed,White and Black African,2011,60
North West,70,Male,Mixed,White and Black Caribbean,2011,157
North West,70,Male,Other,Any other ethnic group,2011,85
North West,70,Male,Other,Arab,2011,109
North West,70,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,126473
North West,70,Male,White,Gypsy or Irish Traveller,2011,33
North West,70,Male,White,Irish,2011,2606
North West,70,Male,White,Other White,2011,983
North West,75,Female,Asian,Bangladeshi,2011,143
North West,75,Female,Asian,Chinese,2011,314
North West,75,Female,Asian,Indian,2011,606
North West,75,Female,Asian,Other Asian,2011,122
North West,75,Female,Asian,Pakistani,2011,773
North West,75,Female,Black,African,2011,87
North West,75,Female,Black,Caribbean,2011,460
North West,75,Female,Black,Other Black,2011,60
North West,75,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,81
North West,75,Female,Mixed,White and Asian,2011,56
North West,75,Female,Mixed,White and Black African,2011,38
North West,75,Female,Mixed,White and Black Caribbean,2011,137
North West,75,Female,Other,Any other ethnic group,2011,65
North West,75,Female,Other,Arab,2011,59
North West,75,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,119102
North West,75,Female,White,Gypsy or Irish Traveller,2011,21
North West,75,Female,White,Irish,2011,2689
North West,75,Female,White,Other White,2011,1109
North West,75,Male,Asian,Bangladeshi,2011,186
North West,75,Male,Asian,Chinese,2011,303
North West,75,Male,Asian,Indian,2011,731
North West,75,Male,Asian,Other Asian,2011,121
North West,75,Male,Asian,Pakistani,2011,793
North West,75,Male,Black,African,2011,94
North West,75,Male,Black,Caribbean,2011,519
North West,75,Male,Black,Other Black,2011,48
North West,75,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,41
North West,75,Male,Mixed,White and Asian,2011,71
North West,75,Male,Mixed,White and Black African,2011,33
North West,75,Male,Mixed,White and Black Caribbean,2011,132
North West,75,Male,Other,Any other ethnic group,2011,44
North West,75,Male,Other,Arab,2011,60
North West,75,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,95558
North West,75,Male,White,Gypsy or Irish Traveller,2011,23
North West,75,Male,White,Irish,2011,2038
North West,75,Male,White,Other White,2011,633
North West,80,Female,Asian,Bangladeshi,2011,53
North West,80,Female,Asian,Chinese,2011,185
North West,80,Female,Asian,Indian,2011,326
North West,80,Female,Asian,Other Asian,2011,81
North West,80,Female,Asian,Pakistani,2011,394
North West,80,Female,Black,African,2011,40
North West,80,Female,Black,Caribbean,2011,266
North West,80,Female,Black,Other Black,2011,15
North West,80,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,50
North West,80,Female,Mixed,White and Asian,2011,44
North West,80,Female,Mixed,White and Black African,2011,28
North West,80,Female,Mixed,White and Black Caribbean,2011,110
North West,80,Female,Other,Any other ethnic group,2011,50
North West,80,Female,Other,Arab,2011,22
North West,80,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,94946
North West,80,Female,White,Gypsy or Irish Traveller,2011,12
North West,80,Female,White,Irish,2011,1953
North West,80,Female,White,Other White,2011,1195
North West,80,Male,Asian,Bangladeshi,2011,62
North West,80,Male,Asian,Chinese,2011,179
North West,80,Male,Asian,Indian,2011,305
North West,80,Male,Asian,Other Asian,2011,67
North West,80,Male,Asian,Pakistani,2011,365
North West,80,Male,Black,African,2011,48
North West,80,Male,Black,Caribbean,2011,329
North West,80,Male,Black,Other Black,2011,26
North West,80,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,44
North West,80,Male,Mixed,White and Asian,2011,38
North West,80,Male,Mixed,White and Black African,2011,26
North West,80,Male,Mixed,White and Black Caribbean,2011,100
North West,80,Male,Other,Any other ethnic group,2011,55
North West,80,Male,Other,Arab,2011,56
North West,80,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,64038
North West,80,Male,White,Gypsy or Irish Traveller,2011,13
North West,80,Male,White,Irish,2011,1135
North West,80,Male,White,Other White,2011,590
North West,85,Female,Asian,Bangladeshi,2011,19
North West,85,Female,Asian,Chinese,2011,148
North West,85,Female,Asian,Indian,2011,216
North West,85,Female,Asian,Other Asian,2011,45
North West,85,Female,Asian,Pakistani,2011,194
North West,85,Female,Black,African,2011,33
North West,85,Female,Black,Caribbean,2011,111
North West,85,Female,Black,Other Black,2011,14
North West,85,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,36
North West,85,Female,Mixed,White and Asian,2011,41
North West,85,Female,Mixed,White and Black African,2011,21
North West,85,Female,Mixed,White and Black Caribbean,2011,88
North West,85,Female,Other,Any other ethnic group,2011,55
North West,85,Female,Other,Arab,2011,9
North West,85,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,98066
North West,85,Female,White,Gypsy or Irish Traveller,2011,10
North West,85,Female,White,Irish,2011,1605
North West,85,Female,White,Other White,2011,1132
North West,85,Male,Asian,Bangladeshi,2011,28
North West,85,Male,Asian,Chinese,2011,72
North West,85,Male,Asian,Indian,2011,156
North West,85,Male,Asian,Other Asian,2011,31
North West,85,Male,Asian,Pakistani,2011,182
North West,85,Male,Black,African,2011,54
North West,85,Male,Black,Caribbean,2011,170
North West,85,Male,Black,Other Black,2011,23
North West,85,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,32
North West,85,Male,Mixed,White and Asian,2011,37
North West,85,Male,Mixed,White and Black African,2011,8
North West,85,Male,Mixed,White and Black Caribbean,2011,81
North West,85,Male,Other,Any other ethnic group,2011,25
North West,85,Male,Other,Arab,2011,20
North West,85,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,44579
North West,85,Male,White,Gypsy or Irish Traveller,2011,6
North West,85,Male,White,Irish,2011,714
North West,85,Male,White,Other White,2011,756
South East,0,Female,Asian,Bangladeshi,2011,1494
South East,0,Female,Asian,Chinese,2011,1118
South East,0,Female,Asian,Indian,2011,6181
South East,0,Female,Asian,Other Asian,2011,4300
South East,0,Female,Asian,Pakistani,2011,5864
South East,0,Female,Black,African,2011,4786
South East,0,Female,Black,Caribbean,2011,615
South East,0,Female,Black,Other Black,2011,1048
South East,0,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,3216
South East,0,Female,Mixed,White and Asian,2011,5567
South East,0,Female,Mixed,White and Black African,2011,2657
South East,0,Female,Mixed,White and Black Caribbean,2011,3625
South East,0,Female,Other,Any other ethnic group,2011,1048
South East,0,Female,Other,Arab,2011,928
South East,0,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,205040
South East,0,Female,White,Gypsy or Irish Traveller,2011,780
South East,0,Female,White,Irish,2011,647
South East,0,Female,White,Other White,2011,11496
South East,0,Male,Asian,Bangladeshi,2011,1518
South East,0,Male,Asian,Chinese,2011,1143
South East,0,Male,Asian,Indian,2011,6569
South East,0,Male,Asian,Other Asian,2011,4609
South East,0,Male,Asian,Pakistani,2011,5998
South East,0,Male,Black,African,2011,4678
South East,0,Male,Black,Caribbean,2011,676
South East,0,Male,Black,Other Black,2011,976
South East,0,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,3461
South East,0,Male,Mixed,White and Asian,2011,6203
South East,0,Male,Mixed,White and Black African,2011,2857
South East,0,Male,Mixed,White and Black Caribbean,2011,3710
South East,0,Male,Other,Any other ethnic group,2011,992
South East,0,Male,Other,Arab,2011,997
South East,0,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,215926
South East,0,Male,White,Gypsy or Irish Traveller,2011,804
South East,0,Male,White,Irish,2011,674
South East,0,Male,White,Other White,2011,12034
South East,5,Female,Asian,Bangladeshi,2011,1434
South East,5,Female,Asian,Chinese,2011,934
South East,5,Female,Asian,Indian,2011,4688
South East,5,Female,Asian,Other Asian,2011,3594
South East,5,Female,Asian,Pakistani,2011,5145
South East,5,Female,Black,African,2011,3837
South East,5,Female,Black,Caribbean,2011,667
South East,5,Female,Black,Other Black,2011,776
South East,5,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,2295
South East,5,Female,Mixed,White and Asian,2011,4575
South East,5,Female,Mixed,White and Black African,2011,1844
South East,5,Female,Mixed,White and Black Caribbean,2011,3011
South East,5,Female,Other,Any other ethnic group,2011,922
South East,5,Female,Other,Arab,2011,796
South East,5,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,194008
South East,5,Female,White,Gypsy or Irish Traveller,2011,640
South East,5,Female,White,Irish,2011,667
South East,5,Female,White,Other White,2011,8030
South East,5,Male,Asian,Bangladeshi,2011,1554
South East,5,Male,Asian,Chinese,2011,836
South East,5,Male,Asian,Indian,2011,4908
South East,5,Male,Asian,Other Asian,2011,3947
South East,5,Male,Asian,Pakistani,2011,5212
South East,5,Male,Black,African,2011,3637
South East,5,Male,Black,Caribbean,2011,730
South East,5,Male,Black,Other Black,2011,789
South East,5,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,2581
South East,5,Male,Mixed,White and Asian,2011,4672
South East,5,Male,Mixed,White and Black African,2011,1870
South East,5,Male,Mixed,White and Black Caribbean,2011,3150
South East,5,Male,Other,Any other ethnic group,2011,1020
South East,5,Male,Other,Arab,2011,814
South East,5,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,204749
South East,5,Male,White,Gypsy or Irish Traveller,2011,720
South East,5,Male,White,Irish,2011,674
South East,5,Male,White,Other White,2011,8332
South East,10,Female,Asian,Bangladeshi,2011,1571
South East,10,Female,Asian,Chinese,2011,1624
South East,10,Female,Asian,Indian,2011,4606
South East,10,Female,Asian,Other Asian,2011,4520
South East,10,Female,Asian,Pakistani,2011,4863
South East,10,Female,Black,African,2011,4228
South East,10,Female,Black,Caribbean,2011,1009
South East,10,Female,Black,Other Black,2011,715
South East,10,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,2438
South East,10,Female,Mixed,White and Asian,2011,4042
South East,10,Female,Mixed,White and Black African,2011,1641
South East,10,Female,Mixed,White and Black Caribbean,2011,3668
South East,10,Female,Other,Any other ethnic group,2011,1108
South East,10,Female,Other,Arab,2011,559
South East,10,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,253849
South East,10,Female,White,Gypsy or Irish Traveller,2011,834
South East,10,Female,White,Irish,2011,897
South East,10,Female,White,Other White,2011,8807
South East,10,Male,Asian,Bangladeshi,2011,1605
South East,10,Male,Asian,Chinese,2011,1602
South East,10,Male,Asian,Indian,2011,4835
South East,10,Male,Asian,Other Asian,2011,4955
South East,10,Male,Asian,Pakistani,2011,5221
South East,10,Male,Black,African,2011,4123
South East,10,Male,Black,Caribbean,2011,1041
South East,10,Male,Black,Other Black,2011,763
South East,10,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,2554
South East,10,Male,Mixed,White and Asian,2011,4466
South East,10,Male,Mixed,White and Black African,2011,1631
South East,10,Male,Mixed,White and Black Caribbean,2011,3895
South East,10,Male,Other,Any other ethnic group,2011,1205
South East,10,Male,Other,Arab,2011,642
South East,10,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,269265
South East,10,Male,White,Gypsy or Irish Traveller,2011,923
South East,10,Male,White,Irish,2011,982
South East,10,Male,White,Other White,2011,9104
South East,16,Female,Asian,Bangladeshi,2011,819
South East,16,Female,Asian,Chinese,2011,2882
South East,16,Female,Asian,Indian,2011,3297
South East,16,Female,Asian,Other Asian,2011,3458
South East,16,Female,Asian,Pakistani,2011,2916
South East,16,Female,Black,African,2011,3139
South East,16,Female,Black,Caribbean,2011,782
South East,16,Female,Black,Other Black,2011,404
South East,16,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1508
South East,16,Female,Mixed,White and Asian,2011,2445
South East,16,Female,Mixed,White and Black African,2011,821
South East,16,Female,Mixed,White and Black Caribbean,2011,2389
South East,16,Female,Other,Any other ethnic group,2011,837
South East,16,Female,Other,Arab,2011,436
South East,16,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,178041
South East,16,Female,White,Gypsy or Irish Traveller,2011,543
South East,16,Female,White,Irish,2011,675
South East,16,Female,White,Other White,2011,6848
South East,16,Male,Asian,Bangladeshi,2011,990
South East,16,Male,Asian,Chinese,2011,2399
South East,16,Male,Asian,Indian,2011,3308
South East,16,Male,Asian,Other Asian,2011,3752
South East,16,Male,Asian,Pakistani,2011,3127
South East,16,Male,Black,African,2011,2896
South East,16,Male,Black,Caribbean,2011,866
South East,16,Male,Black,Other Black,2011,448
South East,16,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,1444
South East,16,Male,Mixed,White and Asian,2011,2638
South East,16,Male,Mixed,White and Black African,2011,779
South East,16,Male,Mixed,White and Black Caribbean,2011,2403
South East,16,Male,Other,Any other ethnic group,2011,1022
South East,16,Male,Other,Arab,2011,706
South East,16,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,188140
South East,16,Male,White,Gypsy or Irish Traveller,2011,528
South East,16,Male,White,Irish,2011,727
South East,16,Male,White,Other White,2011,6355
South East,20,Female,Asian,Bangladeshi,2011,1166
South East,20,Female,Asian,Chinese,2011,4054
South East,20,Female,Asian,Indian,2011,4913
South East,20,Female,Asian,Other Asian,2011,4854
South East,20,Female,Asian,Pakistani,2011,3948
South East,20,Female,Black,African,2011,3424
South East,20,Female,Black,Caribbean,2011,1157
South East,20,Female,Black,Other Black,2011,442
South East,20,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1817
South East,20,Female,Mixed,White and Asian,2011,2204
South East,20,Female,Mixed,White and Black African,2011,705
South East,20,Female,Mixed,White and Black Caribbean,2011,2313
South East,20,Female,Other,Any other ethnic group,2011,1206
South East,20,Female,Other,Arab,2011,699
South East,20,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,211846
South East,20,Female,White,Gypsy or Irish Traveller,2011,581
South East,20,Female,White,Irish,2011,1472
South East,20,Female,White,Other White,2011,16645
South East,20,Male,Asian,Bangladeshi,2011,1364
South East,20,Male,Asian,Chinese,2011,4067
South East,20,Male,Asian,Indian,2011,5587
South East,20,Male,Asian,Other Asian,2011,5052
South East,20,Male,Asian,Pakistani,2011,4276
South East,20,Male,Black,African,2011,3298
South East,20,Male,Black,Caribbean,2011,1275
South East,20,Male,Black,Other Black,2011,457
South East,20,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,1574
South East,20,Male,Mixed,White and Asian,2011,2523
South East,20,Male,Mixed,White and Black African,2011,827
South East,20,Male,Mixed,White and Black Caribbean,2011,2335
South East,20,Male,Other,Any other ethnic group,2011,1353
South East,20,Male,Other,Arab,2011,1340
South East,20,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,220337
South East,20,Male,White,Gypsy or Irish Traveller,2011,550
South East,20,Male,White,Irish,2011,1269
South East,20,Male,White,Other White,2011,13357
South East,25,Female,Asian,Bangladeshi,2011,1452
South East,25,Female,Asian,Chinese,2011,2706
South East,25,Female,Asian,Indian,2011,8301
South East,25,Female,Asian,Other Asian,2011,5643
South East,25,Female,Asian,Pakistani,2011,5325
South East,25,Female,Black,African,2011,4041
South East,25,Female,Black,Caribbean,2011,1091
South East,25,Female,Black,Other Black,2011,450
South East,25,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1701
South East,25,Female,Mixed,White and Asian,2011,1691
South East,25,Female,Mixed,White and Black African,2011,638
South East,25,Female,Mixed,White and Black Caribbean,2011,1487
South East,25,Female,Other,Any other ethnic group,2011,1403
South East,25,Female,Other,Arab,2011,953
South East,25,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,195777
South East,25,Female,White,Gypsy or Irish Traveller,2011,570
South East,25,Female,White,Irish,2011,1553
South East,25,Female,White,Other White,2011,29741
South East,25,Male,Asian,Bangladeshi,2011,1724
South East,25,Male,Asian,Chinese,2011,2672
South East,25,Male,Asian,Indian,2011,7931
South East,25,Male,Asian,Other Asian,2011,5082
South East,25,Male,Asian,Pakistani,2011,5296
South East,25,Male,Black,African,2011,3602
South East,25,Male,Black,Caribbean,2011,1261
South East,25,Male,Black,Other Black,2011,486
South East,25,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,1531
South East,25,Male,Mixed,White and Asian,2011,1991
South East,25,Male,Mixed,White and Black African,2011,713
South East,25,Male,Mixed,White and Black Caribbean,2011,1607
South East,25,Male,Other,Any other ethnic group,2011,1696
South East,25,Male,Other,Arab,2011,1229
South East,25,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,200780
South East,25,Male,White,Gypsy or Irish Traveller,2011,452
South East,25,Male,White,Irish,2011,1618
South East,25,Male,White,Other White,2011,23863
South East,30,Female,Asian,Bangladeshi,2011,1378
South East,30,Female,Asian,Chinese,2011,2652
South East,30,Female,Asian,Indian,2011,9793
South East,30,Female,Asian,Other Asian,2011,7537
South East,30,Female,Asian,Pakistani,2011,5149
South East,30,Female,Black,African,2011,5436
South East,30,Female,Black,Caribbean,2011,1192
South East,30,Female,Black,Other Black,2011,504
South East,30,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1572
South East,30,Female,Mixed,White and Asian,2011,1450
South East,30,Female,Mixed,White and Black African,2011,636
South East,30,Female,Mixed,White and Black Caribbean,2011,1165
South East,30,Female,Other,Any other ethnic group,2011,1694
South East,30,Female,Other,Arab,2011,839
South East,30,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,199295
South East,30,Female,White,Gypsy or Irish Traveller,2011,511
South East,30,Female,White,Irish,2011,1969
South East,30,Female,White,Other White,2011,29675
South East,30,Male,Asian,Bangladeshi,2011,1632
South East,30,Male,Asian,Chinese,2011,2198
South East,30,Male,Asian,Indian,2011,9710
South East,30,Male,Asian,Other Asian,2011,5704
South East,30,Male,Asian,Pakistani,2011,5640
South East,30,Male,Black,African,2011,5018
South East,30,Male,Black,Caribbean,2011,1268
South East,30,Male,Black,Other Black,2011,594
South East,30,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,1462
South East,30,Male,Mixed,White and Asian,2011,1530
South East,30,Male,Mixed,White and Black African,2011,645
South East,30,Male,Mixed,White and Black Caribbean,2011,1172
South East,30,Male,Other,Any other ethnic group,2011,1872
South East,30,Male,Other,Arab,2011,1245
South East,30,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,198357
South East,30,Male,White,Gypsy or Irish Traveller,2011,427
South East,30,Male,White,Irish,2011,1881
South East,30,Male,White,Other White,2011,25669
South East,35,Female,Asian,Bangladeshi,2011,1123
South East,35,Female,Asian,Chinese,2011,2593
South East,35,Female,Asian,Indian,2011,7453
South East,35,Female,Asian,Other Asian,2011,8324
South East,35,Female,Asian,Pakistani,2011,3728
South East,35,Female,Black,African,2011,4986
South East,35,Female,Black,Caribbean,2011,1208
South East,35,Female,Black,Other Black,2011,578
South East,35,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1425
South East,35,Female,Mixed,White and Asian,2011,1402
South East,35,Female,Mixed,White and Black African,2011,572
South East,35,Female,Mixed,White and Black Caribbean,2011,1069
South East,35,Female,Other,Any other ethnic group,2011,1615
South East,35,Female,Other,Arab,2011,689
South East,35,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,231028
South East,35,Female,White,Gypsy or Irish Traveller,2011,490
South East,35,Female,White,Irish,2011,2539
South East,35,Female,White,Other White,2011,22494
South East,35,Male,Asian,Bangladeshi,2011,1479
South East,35,Male,Asian,Chinese,2011,1805
South East,35,Male,Asian,Indian,2011,8548
South East,35,Male,Asian,Other Asian,2011,6148
South East,35,Male,Asian,Pakistani,2011,4153
South East,35,Male,Black,African,2011,4641
South East,35,Male,Black,Caribbean,2011,1338
South East,35,Male,Black,Other Black,2011,582
South East,35,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,1204
South East,35,Male,Mixed,White and Asian,2011,1254
South East,35,Male,Mixed,White and Black African,2011,523
South East,35,Male,Mixed,White and Black Caribbean,2011,1037
South East,35,Male,Other,Any other ethnic group,2011,1725
South East,35,Male,Other,Arab,2011,1086
South East,35,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,227251
South East,35,Male,White,Gypsy or Irish Traveller,2011,467
South East,35,Male,White,Irish,2011,2295
South East,35,Male,White,Other White,2011,19159
South East,40,Female,Asian,Bangladeshi,2011,750
South East,40,Female,Asian,Chinese,2011,2208
South East,40,Female,Asian,Indian,2011,5938
South East,40,Female,Asian,Other Asian,2011,6398
South East,40,Female,Asian,Pakistani,2011,2965
South East,40,Female,Black,African,2011,4158
South East,40,Female,Black,Caribbean,2011,1782
South East,40,Female,Black,Other Black,2011,664
South East,40,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1199
South East,40,Female,Mixed,White and Asian,2011,1314
South East,40,Female,Mixed,White and Black African,2011,491
South East,40,Female,Mixed,White and Black Caribbean,2011,1111
South East,40,Female,Other,Any other ethnic group,2011,1272
South East,40,Female,Other,Arab,2011,510
South East,40,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,274767
South East,40,Female,White,Gypsy or Irish Traveller,2011,505
South East,40,Female,White,Irish,2011,3334
South East,40,Female,White,Other White,2011,17209
South East,40,Male,Asian,Bangladeshi,2011,1186
South East,40,Male,Asian,Chinese,2011,1588
South East,40,Male,Asian,Indian,2011,6384
South East,40,Male,Asian,Other Asian,2011,5072
South East,40,Male,Asian,Pakistani,2011,3319
South East,40,Male,Black,African,2011,4419
South East,40,Male,Black,Caribbean,2011,1953
South East,40,Male,Black,Other Black,2011,697
South East,40,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,1029
South East,40,Male,Mixed,White and Asian,2011,1360
South East,40,Male,Mixed,White and Black African,2011,525
South East,40,Male,Mixed,White and Black Caribbean,2011,1042
South East,40,Male,Other,Any other ethnic group,2011,1293
South East,40,Male,Other,Arab,2011,885
South East,40,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,269633
South East,40,Male,White,Gypsy or Irish Traveller,2011,502
South East,40,Male,White,Irish,2011,3031
South East,40,Male,White,Other White,2011,14303
South East,45,Female,Asian,Bangladeshi,2011,407
South East,45,Female,Asian,Chinese,2011,2035
South East,45,Female,Asian,Indian,2011,4652
South East,45,Female,Asian,Other Asian,2011,4326
South East,45,Female,Asian,Pakistani,2011,1894
South East,45,Female,Black,African,2011,2809
South East,45,Female,Black,Caribbean,2011,1967
South East,45,Female,Black,Other Black,2011,593
South East,45,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,957
South East,45,Female,Mixed,White and Asian,2011,1180
South East,45,Female,Mixed,White and Black African,2011,406
South East,45,Female,Mixed,White and Black Caribbean,2011,949
South East,45,Female,Other,Any other ethnic group,2011,1030
South East,45,Female,Other,Arab,2011,418
South East,45,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,287880
South East,45,Female,White,Gypsy or Irish Traveller,2011,505
South East,45,Female,White,Irish,2011,3319
South East,45,Female,White,Other White,2011,13468
South East,45,Male,Asian,Bangladeshi,2011,720
South East,45,Male,Asian,Chinese,2011,1516
South East,45,Male,Asian,Indian,2011,4661
South East,45,Male,Asian,Other Asian,2011,3716
South East,45,Male,Asian,Pakistani,2011,2107
South East,45,Male,Black,African,2011,2940
South East,45,Male,Black,Caribbean,2011,2301
South East,45,Male,Black,Other Black,2011,703
South East,45,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,886
South East,45,Male,Mixed,White and Asian,2011,1099
South East,45,Male,Mixed,White and Black African,2011,401
South East,45,Male,Mixed,White and Black Caribbean,2011,1002
South East,45,Male,Other,Any other ethnic group,2011,1189
South East,45,Male,Other,Arab,2011,658
South East,45,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,285445
South East,45,Male,White,Gypsy or Irish Traveller,2011,501
South East,45,Male,White,Irish,2011,3436
South East,45,Male,White,Other White,2011,11182
South East,50,Female,Asian,Bangladeshi,2011,310
South East,50,Female,Asian,Chinese,2011,1803
South East,50,Female,Asian,Indian,2011,4087
South East,50,Female,Asian,Other Asian,2011,3258
South East,50,Female,Asian,Pakistani,2011,1875
South East,50,Female,Black,African,2011,1673
South East,50,Female,Black,Caribbean,2011,1486
South East,50,Female,Black,Other Black,2011,369
