region,lo,sex,grp,det,yr,n
Yorkshire and The Humber,10,Female,Mixed,White and Black African,2011,504
Yorkshire and The Humber,10,Female,Mixed,White and Black Caribbean,2011,2545
Yorkshire and The Humber,10,Female,Other,Any other ethnic group,2011,631
Yorkshire and The Humber,10,Female,Other,Arab,2011,935
Yorkshire and The Humber,10,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,149094
Yorkshire and The Humber,10,Female,White,Gypsy or Irish Traveller,2011,249
Yorkshire and The Humber,10,Female,White,Irish,2011,284
Yorkshire and The Humber,10,Female,White,Other White,2011,3137
Yorkshire and The Humber,10,Male,Asian,Bangladeshi,2011,1552
Yorkshire and The Humber,10,Male,Asian,Chinese,2011,599
Yorkshire and The Humber,10,Male,Asian,Indian,2011,2586
Yorkshire and The Humber,10,Male,Asian,Other Asian,2011,1677
Yorkshire and The Humber,10,Male,Asian,Pakistani,2011,13200
Yorkshire and The Humber,10,Male,Black,African,2011,1949
Yorkshire and The Humber,10,Male,Black,Caribbean,2011,635
Yorkshire and The Humber,10,Male,Black,Other Black,2011,466
Yorkshire and The Humber,10,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,929
Yorkshire and The Humber,10,Male,Mixed,White and Asian,2011,1980
Yorkshire and The Humber,10,Male,Mixed,White and Black African,2011,486
Yorkshire and The Humber,10,Male,Mixed,White and Black Caribbean,2011,2551
Yorkshire and The Humber,10,Male,Other,Any other ethnic group,2011,685
Yorkshire and The Humber,10,Male,Other,Arab,2011,971
Yorkshire and The Humber,10,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,155287
Yorkshire and The Humber,10,Male,White,Gypsy or Irish Traveller,2011,234
Yorkshire and The Humber,10,Male,White,Irish,2011,298
Yorkshire and The Humber,10,Male,White,Other White,2011,3269
Yorkshire and The Humber,16,Female,Asian,Bangladeshi,2011,753
Yorkshire and The Humber,16,Female,Asian,Chinese,2011,1214
Yorkshire and The Humber,16,Female,Asian,Indian,2011,1826
Yorkshire and The Humber,16,Female,Asian,Other Asian,2011,1036
Yorkshire and The Humber,16,Female,Asian,Pakistani,2011,7516
Yorkshire and The Humber,16,Female,Black,African,2011,1665
Yorkshire and The Humber,16,Female,Black,Caribbean,2011,565
Yorkshire and The Humber,16,Female,Black,Other Black,2011,369
Yorkshire and The Humber,16,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,617
Yorkshire and The Humber,16,Female,Mixed,White and Asian,2011,1106
Yorkshire and The Humber,16,Female,Mixed,White and Black African,2011,259
Yorkshire and The Humber,16,Female,Mixed,White and Black Caribbean,2011,1866
Yorkshire and The Humber,16,Female,Other,Any other ethnic group,2011,428
Yorkshire and The Humber,16,Female,Other,Arab,2011,529
Yorkshire and The Humber,16,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,116636
Yorkshire and The Humber,16,Female,White,Gypsy or Irish Traveller,2011,115
Yorkshire and The Humber,16,Female,White,Irish,2011,274
Yorkshire and The Humber,16,Female,White,Other White,2011,2649
Yorkshire and The Humber,16,Male,Asian,Bangladeshi,2011,833
Yorkshire and The Humber,16,Male,Asian,Chinese,2011,1149
Yorkshire and The Humber,16,Male,Asian,Indian,2011,1885
Yorkshire and The Humber,16,Male,Asian,Other Asian,2011,1435
Yorkshire and The Humber,16,Male,Asian,Pakistani,2011,8023
Yorkshire and The Humber,16,Male,Black,African,2011,1544
Yorkshire and The Humber,16,Male,Black,Caribbean,2011,576
Yorkshire and The Humber,16,Male,Black,Other Black,2011,356
Yorkshire and The Humber,16,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,671
Yorkshire and The Humber,16,Male,Mixed,White and Asian,2011,1176
Yorkshire and The Humber,16,Male,Mixed,White and Black African,2011,331
Yorkshire and The Humber,16,Male,Mixed,White and Black Caribbean,2011,1757
Yorkshire and The Humber,16,Male,Other,Any other ethnic group,2011,464
Yorkshire and The Humber,16,Male,Other,Arab,2011,778
Yorkshire and The Humber,16,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,119380
Yorkshire and The Humber,16,Male,White,Gypsy or Irish Traveller,2011,160
Yorkshire and The Humber,16,Male,White,Irish,2011,340
Yorkshire and The Humber,16,Male,White,Other White,2011,2590
Yorkshire and The Humber,20,Female,Asian,Bangladeshi,2011,1140
Yorkshire and The Humber,20,Female,Asian,Chinese,2011,4294
Yorkshire and The Humber,20,Female,Asian,Indian,2011,2966
Yorkshire and The Humber,20,Female,Asian,Other Asian,2011,1748
Yorkshire and The Humber,20,Female,Asian,Pakistani,2011,9880
Yorkshire and The Humber,20,Female,Black,African,2011,2250
Yorkshire and The Humber,20,Female,Black,Caribbean,2011,737
Yorkshire and The Humber,20,Female,Black,Other Black,2011,349
Yorkshire and The Humber,20,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,838
Yorkshire and The Humber,20,Female,Mixed,White and Asian,2011,1308
Yorkshire and The Humber,20,Female,Mixed,White and Black African,2011,356
Yorkshire and The Humber,20,Female,Mixed,White and Black Caribbean,2011,1993
Yorkshire and The Humber,20,Female,Other,Any other ethnic group,2011,820
Yorkshire and The Humber,20,Female,Other,Arab,2011,920
Yorkshire and The Humber,20,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,152126
Yorkshire and The Humber,20,Female,White,Gypsy or Irish Traveller,2011,190
Yorkshire and The Humber,20,Female,White,Irish,2011,579
Yorkshire and The Humber,20,Female,White,Other White,2011,7726
Yorkshire and The Humber,20,Male,Asian,Bangladeshi,2011,929
Yorkshire and The Humber,20,Male,Asian,Chinese,2011,4107
Yorkshire and The Humber,20,Male,Asian,Indian,2011,3743
Yorkshire and The Humber,20,Male,Asian,Other Asian,2011,2061
Yorkshire and The Humber,20,Male,Asian,Pakistani,2011,9371
Yorkshire and The Humber,20,Male,Black,African,2011,2307
Yorkshire and The Humber,20,Male,Black,Caribbean,2011,815
Yorkshire and The Humber,20,Male,Black,Other Black,2011,499
Yorkshire and The Humber,20,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,781
Yorkshire and The Humber,20,Male,Mixed,White and Asian,2011,1343
Yorkshire and The Humber,20,Male,Mixed,White and Black African,2011,387
Yorkshire and The Humber,20,Male,Mixed,White and Black Caribbean,2011,1842
Yorkshire and The Humber,20,Male,Other,Any other ethnic group,2011,950
Yorkshire and The Humber,20,Male,Other,Arab,2011,1510
Yorkshire and The Humber,20,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,154160
Yorkshire and The Humber,20,Male,White,Gypsy or Irish Traveller,2011,181
Yorkshire and The Humber,20,Male,White,Irish,2011,645
Yorkshire and The Humber,20,Male,White,Other White,2011,6828
Yorkshire and The Humber,25,Female,Asian,Bangladeshi,2011,1195
Yorkshire and The Humber,25,Female,Asian,Chinese,2011,1719
Yorkshire and The Humber,25,Female,Asian,Indian,2011,3623
Yorkshire and The Humber,25,Female,Asian,Other Asian,2011,2023
Yorkshire and The Humber,25,Female,Asian,Pakistani,2011,11777
Yorkshire and The Humber,25,Female,Black,African,2011,2536
Yorkshire and The Humber,25,Female,Black,Caribbean,2011,658
Yorkshire and The Humber,25,Female,Black,Other Black,2011,371
Yorkshire and The Humber,25,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,698
Yorkshire and The Humber,25,Female,Mixed,White and Asian,2011,797
Yorkshire and The Humber,25,Female,Mixed,White and Black African,2011,342
Yorkshire and The Humber,25,Female,Mixed,White and Black Caribbean,2011,1405
Yorkshire and The Humber,25,Female,Other,Any other ethnic group,2011,953
Yorkshire and The Humber,25,Female,Other,Arab,2011,1144
Yorkshire and The Humber,25,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,132261
Yorkshire and The Humber,25,Female,White,Gypsy or Irish Traveller,2011,208
Yorkshire and The Humber,25,Female,White,Irish,2011,579
Yorkshire and The Humber,25,Female,White,Other White,2011,11782
Yorkshire and The Humber,25,Male,Asian,Bangladeshi,2011,913
Yorkshire and The Humber,25,Male,Asian,Chinese,2011,1711
Yorkshire and The Humber,25,Male,Asian,Indian,2011,4051
Yorkshire and The Humber,25,Male,Asian,Other Asian,2011,2236
Yorkshire and The Humber,25,Male,Asian,Pakistani,2011,10890
Yorkshire and The Humber,25,Male,Black,African,2011,2382
Yorkshire and The Humber,25,Male,Black,Caribbean,2011,717
Yorkshire and The Humber,25,Male,Black,Other Black,2011,407
Yorkshire and The Humber,25,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,674
Yorkshire and The Humber,25,Male,Mixed,White and Asian,2011,983
Yorkshire and The Humber,25,Male,Mixed,White and Black African,2011,372
Yorkshire and The Humber,25,Male,Mixed,White and Black Caribbean,2011,1290
Yorkshire and The Humber,25,Male,Other,Any other ethnic group,2011,1652
Yorkshire and The Humber,25,Male,Other,Arab,2011,1434
Yorkshire and The Humber,25,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,131653
Yorkshire and The Humber,25,Male,White,Gypsy or Irish Traveller,2011,172
Yorkshire and The Humber,25,Male,White,Irish,2011,633
Yorkshire and The Humber,25,Male,White,Other White,2011,11063
Yorkshire and The Humber,30,Female,Asian,Bangladeshi,2011,1061
Yorkshire and The Humber,30,Female,Asian,Chinese,2011,1094
Yorkshire and The Humber,30,Female,Asian,Indian,2011,3801
Yorkshire and The Humber,30,Female,Asian,Other Asian,2011,2221
Yorkshire and The Humber,30,Female,Asian,Pakistani,2011,11106
Yorkshire and The Humber,30,Female,Black,African,2011,2738
Yorkshire and The Humber,30,Female,Black,Caribbean,2011,504
Yorkshire and The Humber,30,Female,Black,Other Black,2011,362
Yorkshire and The Humber,30,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,582
Yorkshire and The Humber,30,Female,Mixed,White and Asian,2011,645
Yorkshire and The Humber,30,Female,Mixed,White and Black African,2011,293
Yorkshire and The Humber,30,Female,Mixed,White and Black Caribbean,2011,848
Yorkshire and The Humber,30,Female,Other,Any other ethnic group,2011,850
Yorkshire and The Humber,30,Female,Other,Arab,2011,836
Yorkshire and The Humber,30,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,123297
Yorkshire and The Humber,30,Female,White,Gypsy or Irish Traveller,2011,168
Yorkshire and The Humber,30,Female,White,Irish,2011,612
Yorkshire and The Humber,30,Female,White,Other White,2011,8739
Yorkshire and The Humber,30,Male,Asian,Bangladeshi,2011,1157
Yorkshire and The Humber,30,Male,Asian,Chinese,2011,1112
Yorkshire and The Humber,30,Male,Asian,Indian,2011,3867
Yorkshire and The Humber,30,Male,Asian,Other Asian,2011,2695
Yorkshire and The Humber,30,Male,Asian,Pakistani,2011,11217
Yorkshire and The Humber,30,Male,Black,African,2011,3254
Yorkshire and The Humber,30,Male,Black,Caribbean,2011,649
Yorkshire and The Humber,30,Male,Black,Other Black,2011,409
Yorkshire and The Humber,30,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,636
Yorkshire and The Humber,30,Male,Mixed,White and Asian,2011,823
Yorkshire and The Humber,30,Male,Mixed,White and Black African,2011,342
Yorkshire and The Humber,30,Male,Mixed,White and Black Caribbean,2011,810
Yorkshire and The Humber,30,Male,Other,Any other ethnic group,2011,2233
Yorkshire and The Humber,30,Male,Other,Arab,2011,1394
Yorkshire and The Humber,30,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,120471
Yorkshire and The Humber,30,Male,White,Gypsy or Irish Traveller,2011,201
Yorkshire and The Humber,30,Male,White,Irish,2011,648
Yorkshire and The Humber,30,Male,White,Other White,2011,9653
Yorkshire and The Humber,35,Female,Asian,Bangladeshi,2011,813
Yorkshire and The Humber,35,Female,Asian,Chinese,2011,951
Yorkshire and The Humber,35,Female,Asian,Indian,2011,2868
Yorkshire and The Humber,35,Female,Asian,Other Asian,2011,2412
Yorkshire and The Humber,35,Female,Asian,Pakistani,2011,8276
Yorkshire and The Humber,35,Female,Black,African,2011,2334
Yorkshire and The Humber,35,Female,Black,Caribbean,2011,645
Yorkshire and The Humber,35,Female,Black,Other Black,2011,382
Yorkshire and The Humber,35,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,455
Yorkshire and The Humber,35,Female,Mixed,White and Asian,2011,568
Yorkshire and The Humber,35,Female,Mixed,White and Black African,2011,217
Yorkshire and The Humber,35,Female,Mixed,White and Black Caribbean,2011,758
Yorkshire and The Humber,35,Female,Other,Any other ethnic group,2011,698
Yorkshire and The Humber,35,Female,Other,Arab,2011,664
Yorkshire and The Humber,35,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,140322
Yorkshire and The Humber,35,Female,White,Gypsy or Irish Traveller,2011,164
Yorkshire and The Humber,35,Female,White,Irish,2011,723
Yorkshire and The Humber,35,Female,White,Other White,2011,5736
Yorkshire and The Humber,35,Male,Asian,Bangladeshi,2011,1031
Yorkshire and The Humber,35,Male,Asian,Chinese,2011,836
Yorkshire and The Humber,35,Male,Asian,Indian,2011,3308
Yorkshire and The Humber,35,Male,Asian,Other Asian,2011,2509
Yorkshire and The Humber,35,Male,Asian,Pakistani,2011,9017
Yorkshire and The Humber,35,Male,Black,African,2011,2924
Yorkshire and The Humber,35,Male,Black,Caribbean,2011,805
Yorkshire and The Humber,35,Male,Black,Other Black,2011,426
Yorkshire and The Humber,35,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,456
Yorkshire and The Humber,35,Male,Mixed,White and Asian,2011,640
Yorkshire and The Humber,35,Male,Mixed,White and Black African,2011,253
Yorkshire and The Humber,35,Male,Mixed,White and Black Caribbean,2011,749
Yorkshire and The Humber,35,Male,Other,Any other ethnic group,2011,1569
Yorkshire and The Humber,35,Male,Other,Arab,2011,1152
Yorkshire and The Humber,35,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,136285
Yorkshire and The Humber,35,Male,White,Gypsy or Irish Traveller,2011,122
Yorkshire and The Humber,35,Male,White,Irish,2011,709
Yorkshire and The Humber,35,Male,White,Other White,2011,6114
Yorkshire and The Humber,40,Female,Asian,Bangladeshi,2011,465
Yorkshire and The Humber,40,Female,Asian,Chinese,2011,810
Yorkshire and The Humber,40,Female,Asian,Indian,2011,2334
Yorkshire and The Humber,40,Female,Asian,Other Asian,2011,1765
Yorkshire and The Humber,40,Female,Asian,Pakistani,2011,6702
Yorkshire and The Humber,40,Female,Black,African,2011,1628
Yorkshire and The Humber,40,Female,Black,Caribbean,2011,1154
Yorkshire and The Humber,40,Female,Black,Other Black,2011,475
Yorkshire and The Humber,40,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,401
Yorkshire and The Humber,40,Female,Mixed,White and Asian,2011,581
Yorkshire and The Humber,40,Female,Mixed,White and Black African,2011,180
Yorkshire and The Humber,40,Female,Mixed,White and Black Caribbean,2011,854
Yorkshire and The Humber,40,Female,Other,Any other ethnic group,2011,536
Yorkshire and The Humber,40,Female,Other,Arab,2011,483
Yorkshire and The Humber,40,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,169110
Yorkshire and The Humber,40,Female,White,Gypsy or Irish Traveller,2011,139
Yorkshire and The Humber,40,Female,White,Irish,2011,882
Yorkshire and The Humber,40,Female,White,Other White,2011,4097
Yorkshire and The Humber,40,Male,Asian,Bangladeshi,2011,701
Yorkshire and The Humber,40,Male,Asian,Chinese,2011,683
Yorkshire and The Humber,40,Male,Asian,Indian,2011,2593
Yorkshire and The Humber,40,Male,Asian,Other Asian,2011,1553
Yorkshire and The Humber,40,Male,Asian,Pakistani,2011,7048
Yorkshire and The Humber,40,Male,Black,African,2011,2045
Yorkshire and The Humber,40,Male,Black,Caribbean,2011,1373
Yorkshire and The Humber,40,Male,Black,Other Black,2011,598
Yorkshire and The Humber,40,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,403
Yorkshire and The Humber,40,Male,Mixed,White and Asian,2011,736
Yorkshire and The Humber,40,Male,Mixed,White and Black African,2011,208
Yorkshire and The Humber,40,Male,Mixed,White and Black Caribbean,2011,857
Yorkshire and The Humber,40,Male,Other,Any other ethnic group,2011,886
Yorkshire and The Humber,40,Male,Other,Arab,2011,928
Yorkshire and The Humber,40,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,164500
Yorkshire and The Humber,40,Male,White,Gypsy or Irish Traveller,2011,167
Yorkshire and The Humber,40,Male,White,Irish,2011,946
Yorkshire and The Humber,40,Male,White,Other White,2011,4081
Yorkshire and The Humber,45,Female,Asian,Bangladeshi,2011,251
Yorkshire and The Humber,45,Female,Asian,Chinese,2011,752
Yorkshire and The Humber,45,Female,Asian,Indian,2011,1789
Yorkshire and The Humber,45,Female,Asian,Other Asian,2011,981
Yorkshire and The Humber,45,Female,Asian,Pakistani,2011,3769
Yorkshire and The Humber,45,Female,Black,African,2011,1096
Yorkshire and The Humber,45,Female,Black,Caribbean,2011,1561
Yorkshire and The Humber,45,Female,Black,Other Black,2011,472
Yorkshire and The Humber,45,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,372
Yorkshire and The Humber,45,Female,Mixed,White and Asian,2011,464
Yorkshire and The Humber,45,Female,Mixed,White and Black African,2011,174
Yorkshire and The Humber,45,Female,Mixed,White and Black Caribbean,2011,764
Yorkshire and The Humber,45,Female,Other,Any other ethnic group,2011,370
Yorkshire and The Humber,45,Female,Other,Arab,2011,270
Yorkshire and The Humber,45,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,174100
Yorkshire and The Humber,45,Female,White,Gypsy or Irish Traveller,2011,133
Yorkshire and The Humber,45,Female,White,Irish,2011,894
Yorkshire and The Humber,45,Female,White,Other White,2011,3412
Yorkshire and The Humber,45,Male,Asian,Bangladeshi,2011,388
Yorkshire and The Humber,45,Male,Asian,Chinese,2011,651
Yorkshire and The Humber,45,Male,Asian,Indian,2011,1811
Yorkshire and The Humber,45,Male,Asian,Other Asian,2011,861
Yorkshire and The Humber,45,Male,Asian,Pakistani,2011,3713
Yorkshire and The Humber,45,Male,Black,African,2011,1246
Yorkshire and The Humber,45,Male,Black,Caribbean,2011,1674
Yorkshire and The Humber,45,Male,Black,Other Black,2011,693
Yorkshire and The Humber,45,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,310
Yorkshire and The Humber,45,Male,Mixed,White and Asian,2011,496
Yorkshire and The Humber,45,Male,Mixed,White and Black African,2011,184
Yorkshire and The Humber,45,Male,Mixed,White and Black Caribbean,2011,810
Yorkshire and The Humber,45,Male,Other,Any other ethnic group,2011,483
Yorkshire and The Humber,45,Male,Other,Arab,2011,471
Yorkshire and The Humber,45,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,172168
Yorkshire and The Humber,45,Male,White,Gypsy or Irish Traveller,2011,145
Yorkshire and The Humber,45,Male,White,Irish,2011,1020
Yorkshire and The Humber,45,Male,White,Other White,2011,3236
Yorkshire and The Humber,50,Female,Asian,Bangladeshi,2011,221
Yorkshire and The Humber,50,Female,Asian,Chinese,2011,612
Yorkshire and The Humber,50,Female,Asian,Indian,2011,1768
Yorkshire and The Humber,50,Female,Asian,Other Asian,2011,802
Yorkshire and The Humber,50,Female,Asian,Pakistani,2011,3898
Yorkshire and The Humber,50,Female,Black,African,2011,705
Yorkshire and The Humber,50,Female,Black,Caribbean,2011,1003
Yorkshire and The Humber,50,Female,Black,Other Black,2011,268
Yorkshire and The Humber,50,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,238
Yorkshire and The Humber,50,Female,Mixed,White and Asian,2011,270
Yorkshire and The Humber,50,Female,Mixed,White and Black African,2011,147
Yorkshire and The Humber,50,Female,Mixed,White and Black Caribbean,2011,399
Yorkshire and The Humber,50,Female,Other,Any other ethnic group,2011,318
Yorkshire and The Humber,50,Female,Other,Arab,2011,240
Yorkshire and The Humber,50,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,158025
Yorkshire and The Humber,50,Female,White,Gypsy or Irish Traveller,2011,94
Yorkshire and The Humber,50,Female,White,Irish,2011,976
Yorkshire and The Humber,50,Female,White,Other White,2011,2871
Yorkshire and The Humber,50,Male,Asian,Bangladeshi,2011,290
Yorkshire and The Humber,50,Male,Asian,Chinese,2011,551
Yorkshire and The Humber,50,Male,Asian,Indian,2011,1693
Yorkshire and The Humber,50,Male,Asian,Other Asian,2011,645
Yorkshire and The Humber,50,Male,Asian,Pakistani,2011,3892
Yorkshire and The Humber,50,Male,Black,African,2011,760
Yorkshire and The Humber,50,Male,Black,Caribbean,2011,1097
Yorkshire and The Humber,50,Male,Black,Other Black,2011,263
Yorkshire and The Humber,50,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,200
Yorkshire and The Humber,50,Male,Mixed,White and Asian,2011,298
Yorkshire and The Humber,50,Male,Mixed,White and Black African,2011,134
Yorkshire and The Humber,50,Male,Mixed,White and Black Caribbean,2011,401
Yorkshire and The Humber,50,Male,Other,Any other ethnic group,2011,439
Yorkshire and The Humber,50,Male,Other,Arab,2011,407
Yorkshire and The Humber,50,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,156117
Yorkshire and The Humber,50,Male,White,Gypsy or Irish Traveller,2011,101
Yorkshire and The Humber,50,Male,White,Irish,2011,978
Yorkshire and The Humber,50,Male,White,Other White,2011,2683
Yorkshire and The Humber,55,Female,Asian,Bangladeshi,2011,263
Yorkshire and The Humber,55,Female,Asian,Chinese,2011,454
Yorkshire and The Humber,55,Female,Asian,Indian,2011,1482
Yorkshire and The Humber,55,Female,Asian,Other Asian,2011,536
Yorkshire and The Humber,55,Female,Asian,Pakistani,2011,3246
Yorkshire and The Humber,55,Female,Black,African,2011,336
Yorkshire and The Humber,55,Female,Black,Caribbean,2011,570
Yorkshire and The Humber,55,Female,Black,Other Black,2011,94
Yorkshire and The Humber,55,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,154
Yorkshire and The Humber,55,Female,Mixed,White and Asian,2011,183
Yorkshire and The Humber,55,Female,Mixed,White and Black African,2011,82
Yorkshire and The Humber,55,Female,Mixed,White and Black Caribbean,2011,199
Yorkshire and The Humber,55,Female,Other,Any other ethnic group,2011,246
Yorkshire and The Humber,55,Female,Other,Arab,2011,130
Yorkshire and The Humber,55,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,141578
Yorkshire and The Humber,55,Female,White,Gypsy or Irish Traveller,2011,79
Yorkshire and The Humber,55,Female,White,Irish,2011,1221
Yorkshire and The Humber,55,Female,White,Other White,2011,2065
Yorkshire and The Humber,55,Male,Asian,Bangladeshi,2011,187
Yorkshire and The Humber,55,Male,Asian,Chinese,2011,438
Yorkshire and The Humber,55,Male,Asian,Indian,2011,1679
Yorkshire and The Humber,55,Male,Asian,Other Asian,2011,539
Yorkshire and The Humber,55,Male,Asian,Pakistani,2011,3701
Yorkshire and The Humber,55,Male,Black,African,2011,374
Yorkshire and The Humber,55,Male,Black,Caribbean,2011,610
Yorkshire and The Humber,55,Male,Black,Other Black,2011,82
Yorkshire and The Humber,55,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,165
Yorkshire and The Humber,55,Male,Mixed,White and Asian,2011,183
Yorkshire and The Humber,55,Male,Mixed,White and Black African,2011,83
Yorkshire and The Humber,55,Male,Mixed,White and Black Caribbean,2011,198
Yorkshire and The Humber,55,Male,Other,Any other ethnic group,2011,362
Yorkshire and The Humber,55,Male,Other,Arab,2011,267
Yorkshire and The Humber,55,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,140578
Yorkshire and The Humber,55,Male,White,Gypsy or Irish Traveller,2011,76
Yorkshire and The Humber,55,Male,White,Irish,2011,1083
Yorkshire and The Humber,55,Male,White,Other White,2011,1755
Yorkshire and The Humber,60,Female,Asian,Bangladeshi,2011,189
Yorkshire and The Humber,60,Female,Asian,Chinese,2011,304
Yorkshire and The Humber,60,Female,Asian,Indian,2011,1201
Yorkshire and The Humber,60,Female,Asian,Other Asian,2011,388
Yorkshire and The Humber,60,Female,Asian,Pakistani,2011,1967
Yorkshire and The Humber,60,Female,Black,African,2011,168
Yorkshire and The Humber,60,Female,Black,Caribbean,2011,364
Yorkshire and The Humber,60,Female,Black,Other Black,2011,56
Yorkshire and The Humber,60,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,107
Yorkshire and The Humber,60,Female,Mixed,White and Asian,2011,122
Yorkshire and The Humber,60,Female,Mixed,White and Black African,2011,32
Yorkshire and The Humber,60,Female,Mixed,White and Black Caribbean,2011,174
Yorkshire and The Humber,60,Female,Other,Any other ethnic group,2011,159
Yorkshire and The Humber,60,Female,Other,Arab,2011,77
Yorkshire and The Humber,60,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,156603
Yorkshire and The Humber,60,Female,White,Gypsy or Irish Traveller,2011,70
Yorkshire and The Humber,60,Female,White,Irish,2011,1286
Yorkshire and The Humber,60,Female,White,Other White,2011,1491
Yorkshire and The Humber,60,Male,Asian,Bangladeshi,2011,59
Yorkshire and The Humber,60,Male,Asian,Chinese,2011,249
Yorkshire and The Humber,60,Male,Asian,Indian,2011,1140
Yorkshire and The Humber,60,Male,Asian,Other Asian,2011,288
Yorkshire and The Humber,60,Male,Asian,Pakistani,2011,1623
Yorkshire and The Humber,60,Male,Black,African,2011,184
Yorkshire and The Humber,60,Male,Black,Caribbean,2011,310
Yorkshire and The Humber,60,Male,Black,Other Black,2011,49
Yorkshire and The Humber,60,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,104
Yorkshire and The Humber,60,Male,Mixed,White and Asian,2011,106
Yorkshire and The Humber,60,Male,Mixed,White and Black African,2011,29
Yorkshire and The Humber,60,Male,Mixed,White and Black Caribbean,2011,194
Yorkshire and The Humber,60,Male,Other,Any other ethnic group,2011,219
Yorkshire and The Humber,60,Male,Other,Arab,2011,141
Yorkshire and The Humber,60,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,153321
Yorkshire and The Humber,60,Male,White,Gypsy or Irish Traveller,2011,61
Yorkshire and The Humber,60,Male,White,Irish,2011,1269
Yorkshire and The Humber,60,Male,White,Other White,2011,1225
Yorkshire and The Humber,65,Female,Asian,Bangladeshi,2011,113
Yorkshire and The Humber,65,Female,Asian,Chinese,2011,176
Yorkshire and The Humber,65,Female,Asian,Indian,2011,736
Yorkshire and The Humber,65,Female,Asian,Other Asian,2011,231
Yorkshire and The Humber,65,Female,Asian,Pakistani,2011,1235
Yorkshire and The Humber,65,Female,Black,African,2011,131
Yorkshire and The Humber,65,Female,Black,Caribbean,2011,455
Yorkshire and The Humber,65,Female,Black,Other Black,2011,58
Yorkshire and The Humber,65,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,78
Yorkshire and The Humber,65,Female,Mixed,White and Asian,2011,71
Yorkshire and The Humber,65,Female,Mixed,White and Black African,2011,20
Yorkshire and The Humber,65,Female,Mixed,White and Black Caribbean,2011,119
Yorkshire and The Humber,65,Female,Other,Any other ethnic group,2011,95
Yorkshire and The Humber,65,Female,Other,Arab,2011,48
Yorkshire and The Humber,65,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,124258
Yorkshire and The Humber,65,Female,White,Gypsy or Irish Traveller,2011,48
Yorkshire and The Humber,65,Female,White,Irish,2011,1207
Yorkshire and The Humber,65,Female,White,Other White,2011,964
Yorkshire and The Humber,65,Male,Asian,Bangladeshi,2011,74
Yorkshire and The Humber,65,Male,Asian,Chinese,2011,164
Yorkshire and The Humber,65,Male,Asian,Indian,2011,796
Yorkshire and The Humber,65,Male,Asian,Other Asian,2011,201
Yorkshire and The Humber,65,Male,Asian,Pakistani,2011,988
Yorkshire and The Humber,65,Male,Black,African,2011,106
Yorkshire and The Humber,65,Male,Black,Caribbean,2011,444
Yorkshire and The Humber,65,Male,Black,Other Black,2011,49
Yorkshire and The Humber,65,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,86
Yorkshire and The Humber,65,Male,Mixed,White and Asian,2011,78
Yorkshire and The Humber,65,Male,Mixed,White and Black African,2011,34
